# ----------------------------------------
# Aerlingus.com All Website Traffic (excluding internal EI traffic) UA
# New Custom Report
# 20180212-20180212
# ----------------------------------------

Transaction ID,Booked Origin Airport,Booked Destination Airport,trans_Date,Quantity
2QDHVS|681f3a39f6fd5d707e086df05f7392beb07852e5,DUB,AMS,2018-02-12T09:04:27.881Z,2
2QDJN6|420c4b0df6c94aba7f208e53f19cccf41ad225f6,DUB,ACE,2018-02-12T09:48:47.919Z,2
2R28ES|987c9311b5ee9ca5b84fe169b24cde8532772b7c,LHR,SNN,2018-02-12T00:25:52.997Z,2
2R28ES|987c9311b5ee9ca5b84fe169b24cde8532772b7c,SNN,LHR,2018-02-12T00:25:52.997Z,2
2R2BA2|251384eb114444d895442f35758debeb8880cb50,LHR,PHL,2018-02-12T01:54:22.076Z,2
2R2BA2|251384eb114444d895442f35758debeb8880cb50,PHL,LHR,2018-02-12T01:54:22.076Z,2
2R2BHS|6ab228973d952bb067550f4f26d602c437111fe4,KIR,LAX,2018-02-12T02:17:38.400Z,2
2R2BHS|6ab228973d952bb067550f4f26d602c437111fe4,LAX,KIR,2018-02-12T02:17:38.400Z,2
2R2CGF|202ff2857a7b55bfaffd94bb01c4e74c03f68282,AGP,DUB,2018-02-12T03:12:00.713Z,2
2R2CHS|e339cbb1366d5916329215c8a6aa95e3b4c9fa3c,DUB,JFK,2018-02-12T03:14:55.640Z,2
2R2CHS|e339cbb1366d5916329215c8a6aa95e3b4c9fa3c,JFK,DUB,2018-02-12T03:14:55.640Z,2
2R2CLJ|544fbd9466edf8bfc2a470fff3c8b5a03378d03f,BHD,LHR,2018-02-12T03:29:51.932Z,2
2R2DGJ|5d35f2bcf824785cbe25c4f3a1e8c8281cdf123f,DUB,LAX,2018-02-12T04:21:48.292Z,2
2R2DGJ|5d35f2bcf824785cbe25c4f3a1e8c8281cdf123f,LAX,DUB,2018-02-12T04:21:48.292Z,2
2R2HCN|deb81501058315c01a5a8f017083f5a8f8991e04,DUB,VIE,2018-02-12T07:31:53.359Z,2
2R2HCN|deb81501058315c01a5a8f017083f5a8f8991e04,VIE,DUB,2018-02-12T07:31:53.359Z,2
2R2IB6|ba930e2e777e27d87e88fa9ac06af802ae9b122b,LHR,DUB,2018-02-12T08:29:47.779Z,2
2R2JX6|6fc2ca52fd10e10bc562a4432fec902294b19451,MAN,DUB,2018-02-12T09:15:35.758Z,2
2RKTIB|4e5b27544af27893d7151e4c3d8dc982ddf63e3a,BOS,DUB,2018-02-12T00:00:10.563Z,2
2RKTIB|4e5b27544af27893d7151e4c3d8dc982ddf63e3a,DUB,BOS,2018-02-12T00:00:10.563Z,2
2RKUNW|817352a9a0670e3d0e4bae70cd696291f728b761,DUB,EWR,2018-02-12T00:34:28.250Z,2
2RKUNW|817352a9a0670e3d0e4bae70cd696291f728b761,EWR,DUB,2018-02-12T00:34:28.250Z,2
2RKURB|adeb78a56b8b10f752a8ae53d62ea24bb928c142,VRN,DUB,2018-02-12T00:39:08.173Z,2
2RKV7N|b2f31fd6b521a9cd4ba6d3c9cf3714102bef2555,CDG,DUB,2018-02-12T01:06:50.110Z,2
2RKV7N|b2f31fd6b521a9cd4ba6d3c9cf3714102bef2555,DUB,CDG,2018-02-12T01:06:50.110Z,2
2RKVKB|9e7a560463009a86c060e1f9c6a04f09b0f2faad,BOS,DUB,2018-02-12T01:22:31.028Z,2
2RKVKB|9e7a560463009a86c060e1f9c6a04f09b0f2faad,DUB,BOS,2018-02-12T01:22:31.028Z,2
2RKW6F|de5096a4d117ac7fb9500713db9f1086e2652189,BOS,DUB,2018-02-12T01:53:59.897Z,2
2RKW6F|de5096a4d117ac7fb9500713db9f1086e2652189,DUB,BOS,2018-02-12T01:53:59.897Z,2
2RKWAB|2d74d01e6e426ea272f7be7085fb73337801b2ed,BDL,EDI,2018-02-12T02:00:56.931Z,2
2RKWAB|2d74d01e6e426ea272f7be7085fb73337801b2ed,EDI,BDL,2018-02-12T02:00:56.931Z,2
2RKWCB|13de458c08a2fa11a09fff6fe3d28df093ee4d19,DUB,PHL,2018-02-12T02:09:21.186Z,2
2RKWCB|13de458c08a2fa11a09fff6fe3d28df093ee4d19,PHL,DUB,2018-02-12T02:09:21.186Z,2
2RKWQS|9e473b01402ace29bd8b390bb9a4e92c17cab999,CDG,DUB,2018-02-12T02:35:38.224Z,2
2RKWQS|9e473b01402ace29bd8b390bb9a4e92c17cab999,DUB,BOD,2018-02-12T02:35:38.224Z,2
2RKXDN|8331ed76d6f6264eacec1c3093f5b27c89bd9f46,FRA,YYZ,2018-02-12T02:57:24.746Z,2
2RKXDN|8331ed76d6f6264eacec1c3093f5b27c89bd9f46,YYZ,FRA,2018-02-12T02:57:24.746Z,2
2RKXLF|84128eb9c9fe2492dbdd9d53034f003aff00ad07,DUB,PHL,2018-02-12T03:23:22.387Z,2
2RKXLF|84128eb9c9fe2492dbdd9d53034f003aff00ad07,PHL,DUB,2018-02-12T03:23:22.387Z,2
2RKXS6|ee125be8adbb4e4a898b26b38e55b11e84120c78,TXL,DUB,2018-02-12T03:38:58.752Z,2
2RKYDS|8d5674138606e72a0529ff763f0f63358b725dc8,LHR,DUB,2018-02-12T04:07:50.229Z,2
2RKYRB|9c45f63e3831c32e7d24c37509f3232c159c158f,LHR,ORK,2018-02-12T04:47:59.723Z,2
2RKYYS|64a251b7cd38ce458b809b3fdf50c811f6278e73,DUB,SEA,2018-02-12T05:16:34.258Z,2
2RKYYS|64a251b7cd38ce458b809b3fdf50c811f6278e73,SEA,DUB,2018-02-12T05:16:34.258Z,2
2RL47J|82de8d046e0ab49e996bcf92cba5cf7752050a8c,BRU,DUB,2018-02-12T07:23:27.553Z,2
2RL4VF|ff610832f83ad9c4fd6c20b31a89cb78f9ee4c19,DUB,EDI,2018-02-12T07:43:28.252Z,2
2RL4VF|ff610832f83ad9c4fd6c20b31a89cb78f9ee4c19,EDI,DUB,2018-02-12T07:43:28.252Z,2
2RL622|58cf09cecc8fc785a9175bcdc9570d1658671dab,DUB,FAO,2018-02-12T08:31:18.458Z,2
2RL622|58cf09cecc8fc785a9175bcdc9570d1658671dab,FAO,DUB,2018-02-12T08:31:18.458Z,2
2RL6JN|5395faa0a7f2cad17da10ef32947364b50e03092,EDI,ORK,2018-02-12T08:45:50.959Z,2
2RL6JN|5395faa0a7f2cad17da10ef32947364b50e03092,ORK,EDI,2018-02-12T08:45:50.959Z,2
2RL8LF|70db6aad96230a844e05b4b0d165668ecb526cd9,ACE,DUB,2018-02-12T09:35:35.478Z,2
2RL8LF|70db6aad96230a844e05b4b0d165668ecb526cd9,DUB,ACE,2018-02-12T09:35:35.478Z,2
2RL8SB|3cb88ba86aa62ddb5e9e73ffe0af1cc7a2d8cccc,DUB,ORD,2018-02-12T09:39:50.795Z,2
2RL8SB|3cb88ba86aa62ddb5e9e73ffe0af1cc7a2d8cccc,ORD,DUB,2018-02-12T09:39:50.795Z,2
2RLA42|ae0850e167445182ce6984169e8b8004c70fa4d9,DUB,PMI,2018-02-12T09:48:24.436Z,2
2RLA42|ae0850e167445182ce6984169e8b8004c70fa4d9,PMI,DUB,2018-02-12T09:48:24.436Z,2
2RUAIB|8654f0462a8a5fbfc71fcf0789c509bc547ff827,CDG,DUB,2018-02-12T00:12:40.940Z,2
2RUAIB|8654f0462a8a5fbfc71fcf0789c509bc547ff827,DUB,CDG,2018-02-12T00:12:40.940Z,2
2RUBVS|427d555bbb840391ea1cba706e2366a1171c80d6,DUB,SFO,2018-02-12T00:36:40.143Z,2
2RUBVS|427d555bbb840391ea1cba706e2366a1171c80d6,SFO,LHR,2018-02-12T00:36:40.143Z,2
2RUC6J|962e0e733fd006fabf1d6c1878cf30489e06e07d,DUB,LAX,2018-02-12T00:52:56.188Z,2
2RUC6J|962e0e733fd006fabf1d6c1878cf30489e06e07d,LAX,DUB,2018-02-12T00:52:56.188Z,2
2RUCSN|b88d3cf5f893895a0bbd3bb0eac3f34dc1eeb7fb,BDL,GLA,2018-02-12T01:27:57.762Z,2
2RUCSN|b88d3cf5f893895a0bbd3bb0eac3f34dc1eeb7fb,GLA,BDL,2018-02-12T01:27:57.762Z,2
2RUE2F|c2be4bc636526bf1afbc10f866e5205b91d98b31,EDI,DUB,2018-02-12T03:12:10.740Z,2
2RUE8W|68ac4bed9cca3689ca05f875f069db427541ddd1,LHR,ORK,2018-02-12T03:32:31.775Z,2
2RUE8W|68ac4bed9cca3689ca05f875f069db427541ddd1,ORK,LHR,2018-02-12T03:32:31.775Z,2
2RUF6N|6275f5f9367b3eed33224e7a7affac18bca739a9,CDG,DUB,2018-02-12T04:30:07.497Z,2
2RUHFS|5540f30589f1e790fa3a6f53cd0ada86689e23c1,DUB,IAD,2018-02-12T06:40:22.181Z,2
2RUHFS|5540f30589f1e790fa3a6f53cd0ada86689e23c1,IAD,DUB,2018-02-12T06:40:22.181Z,2
2RUJUN|9f8167a22d670cfb88ffcce76c57f7714033a1b6,ACE,DUB,2018-02-12T08:12:56.785Z,2
2RUJUN|9f8167a22d670cfb88ffcce76c57f7714033a1b6,DUB,ACE,2018-02-12T08:12:56.785Z,2
2RUKQN|969ff8692d4f7e7396099f8370929384b45df00d,LHR,BHD,2018-02-12T08:36:46.878Z,2
2RUKT2|5ef2a8d3cd5521e8fa50392d5ff0bcc79a3e3a31,AMS,DUB,2018-02-12T08:40:05.174Z,2
2RUKT2|5ef2a8d3cd5521e8fa50392d5ff0bcc79a3e3a31,DUB,AMS,2018-02-12T08:40:05.174Z,2
2RUKTS|d93521bed59c80c91ae12ea8bc989ea4d883bfed,DUB,VRN,2018-02-12T08:41:03.089Z,2
2RULRN|beb392cb3cc8ea0797f2963ead151b70393cb70a,AMS,DUB,2018-02-12T09:06:03.472Z,2
2RUMSW|6e9e10a6c59e7a7d28fa193bac2e0ce87e667522,DUB,LPA,2018-02-12T09:34:13.471Z,2
2S6BVS|08825d19e70b8172a49d52bff67d83ead6c2b396,AGP,DUB,2018-02-12T00:02:08.310Z,2
2S6BVS|08825d19e70b8172a49d52bff67d83ead6c2b396,DUB,AGP,2018-02-12T00:02:08.310Z,2
2S6BWB|0873a5a8d4e25d9c1f498c6f2a34a999be8b1efd,AMS,DUB,2018-02-12T00:03:54.680Z,2
2S6CYJ|2daa75ceebd7705834045c72a558ec3b9a5cd9dd,AGP,ORK,2018-02-12T00:28:14.359Z,2
2S6CYJ|2daa75ceebd7705834045c72a558ec3b9a5cd9dd,ORK,AGP,2018-02-12T00:28:14.359Z,2
2S6DS2|6791e8b2037303065878a0edff89179ad9c7f35a,DUB,LGW,2018-02-12T01:13:00.537Z,2
2S6H4W|de4071638266719970750d62f6931c91b3a26f23,DUB,IAD,2018-02-12T05:27:41.412Z,2
2S6H4W|de4071638266719970750d62f6931c91b3a26f23,IAD,DUB,2018-02-12T05:27:41.412Z,2
2S6KLB|88c5ede2322d09ef254155d5999aeff89b49524f,DUB,VCE,2018-02-12T08:03:23.644Z,2
2S6KLB|88c5ede2322d09ef254155d5999aeff89b49524f,VCE,DUB,2018-02-12T08:03:23.644Z,2
2S6LHN|d2a59f6e8ffa461206ca403709c7cd0dabd61357,AMS,DUB,2018-02-12T08:36:05.908Z,2
2S6NRS|13b3626338f49a826014ce72d40b563ec478049a,DUB,VCE,2018-02-12T09:42:34.574Z,2
2S6NRS|13b3626338f49a826014ce72d40b563ec478049a,VCE,DUB,2018-02-12T09:42:34.574Z,2
2SGRRF|3c2e6fdf709aa8cb609fb673037be69d2ff86dd7,DUB,LGW,2018-02-12T00:13:44.442Z,2
2SGRRF|3c2e6fdf709aa8cb609fb673037be69d2ff86dd7,LGW,DUB,2018-02-12T00:13:44.442Z,2
2SGRRW|71740239c4c9ef564eeba2992bf6b42373c15cb8,JFK,SNN,2018-02-12T00:16:01.651Z,2
2SGRRW|71740239c4c9ef564eeba2992bf6b42373c15cb8,SNN,JFK,2018-02-12T00:16:01.651Z,2
2SGSY6|b80844ff84d42f4c751cdc55dddb3a3c40a489d3,DUB,TXL,2018-02-12T00:43:18.610Z,2
2SGSZN|f2b9bd091c3f01a227a4414a90e24f3f484185fd,ACE,DUB,2018-02-12T00:49:35.228Z,2
2SGSZN|f2b9bd091c3f01a227a4414a90e24f3f484185fd,DUB,ACE,2018-02-12T00:49:35.228Z,2
2SGTWW|5c19c19119dbfb79b01d0ed613837d19f89f0746,BUD,DUB,2018-02-12T01:40:54.725Z,2
2SGUBF|d4d322d656a915aa99581a34e7709c6a957fb32f,DUB,ORD,2018-02-12T02:12:40.400Z,2
2SGUBF|d4d322d656a915aa99581a34e7709c6a957fb32f,ORD,DUB,2018-02-12T02:12:40.400Z,2
2SGVI2|5eda2868b738700efec85a3e95f45677900634c4,BRU,LAX,2018-02-12T03:16:36.736Z,2
2SGVI2|5eda2868b738700efec85a3e95f45677900634c4,LAX,BRU,2018-02-12T03:16:36.736Z,2
2SGVMB|15a5fe2a49668c890fa911656b2d54df6ccf69a2,DUB,AMS,2018-02-12T03:35:38.711Z,2
2SGVQF|dd171032fa2fe5d1b276702187135293dbc8e6c6,FCO,DUB,2018-02-12T03:41:39.616Z,2
2SH2US|58847a94d6ec0f9db211c8a70d056bb5f7b88279,DUB,LYS,2018-02-12T08:16:52.857Z,2
2SH2US|58847a94d6ec0f9db211c8a70d056bb5f7b88279,LYS,DUB,2018-02-12T08:16:52.857Z,2
2SH3DW|2911c94615f923c59bcccb97536ef582fc9d308d,BHD,LHR,2018-02-12T08:31:40.139Z,2
2SH4BN|df0a60ae19113643da06cb85294a353ee8c3d295,BCN,DUB,2018-02-12T09:04:15.948Z,2
2SH4BN|df0a60ae19113643da06cb85294a353ee8c3d295,DUB,BCN,2018-02-12T09:04:15.948Z,2
2SH4J2|7004d6bfc7c463ec2800a831105a0f34a5317490,DUB,VIE,2018-02-12T09:14:08.879Z,2
2SH4J2|7004d6bfc7c463ec2800a831105a0f34a5317490,VIE,DUB,2018-02-12T09:14:08.879Z,2
2SH4LF|be56ec0a0c217361b5f72df34afda1a0db6857aa,BHD,LHR,2018-02-12T09:17:26.100Z,2
2SH4LF|be56ec0a0c217361b5f72df34afda1a0db6857aa,LHR,BHD,2018-02-12T09:17:26.100Z,2
2SH4T2|cdbd483f51b670717bd1ef0ae1fd152c4db0bcfe,DUB,LIS,2018-02-12T09:23:34.635Z,2
2SH4T2|cdbd483f51b670717bd1ef0ae1fd152c4db0bcfe,LIS,DUB,2018-02-12T09:23:34.635Z,2
2SH53F|02be2b2c4859acb2bc650fcea87edb059ee6cf96,DUB,LGW,2018-02-12T09:30:22.150Z,2
2SH5SW|0d6df78a819de7dd4cf2d6d5f72008f88d56d75c,DUB,MPL,2018-02-12T09:53:59.198Z,2
2SH5SW|0d6df78a819de7dd4cf2d6d5f72008f88d56d75c,MPL,DUB,2018-02-12T09:53:59.198Z,2
2SKF4S|55b9257f4be50987acd8ff4e9ae88a63d66029cd,LHR,SNN,2018-02-12T00:04:48.572Z,2
2SKGRF|d4e267a377cb7d67d024e722e694fa1651860685,DUB,JFK,2018-02-12T00:59:34.879Z,2
2SKGT2|7dd021629597795b24f1675656c9f3037a34416a,JFK,DUB,2018-02-12T01:01:24.686Z,2
2SKGT2|7dd021629597795b24f1675656c9f3037a34416a,NAP,JFK,2018-02-12T01:01:24.686Z,2
2SKGXB|bfacaee07a64b90cc5a6f13892aefc0ac1a3c426,EDI,DUB,2018-02-12T01:13:22.198Z,2
2SKHTB|204b10746e187c92cf1f7d4749e31b581ac71166,ORD,AMS,2018-02-12T01:49:05.203Z,2
2SKHTB|204b10746e187c92cf1f7d4749e31b581ac71166,ZRH,ORD,2018-02-12T01:49:05.203Z,2
2SKHWF|71f49fa0f69b2f7983ba61b143b13a0d5ac30485,LHR,DUB,2018-02-12T01:55:27.764Z,2
2SKI5F|ab5b6879a5ecb1f5a1963841716c99435077de6f,BOS,DUB,2018-02-12T02:16:27.254Z,2
2SKI5F|ab5b6879a5ecb1f5a1963841716c99435077de6f,DUB,BOS,2018-02-12T02:16:27.254Z,2
2SKI7W|2a77791be1f47089386867df723b053eedce13bc,DUB,JFK,2018-02-12T02:23:17.633Z,2
2SKI7W|2a77791be1f47089386867df723b053eedce13bc,JFK,DUB,2018-02-12T02:23:17.633Z,2
2SKQHS|02555e698bc3e989a91c5527a273bd8429dc0782,BHD,LHR,2018-02-12T08:49:58.318Z,2
2SKQHS|02555e698bc3e989a91c5527a273bd8429dc0782,LHR,BHD,2018-02-12T08:49:58.318Z,2
2SKQQS|488ac8b278dbfa97d3ce622c91637b2a95d4ac3a,DUB,EDI,2018-02-12T09:04:16.810Z,2
2SKQQS|488ac8b278dbfa97d3ce622c91637b2a95d4ac3a,EDI,DUB,2018-02-12T09:04:16.810Z,2
2STDGS|92067386286254f92bf319f27b9ea6568d3c360f,DUB,NCE,2018-02-12T00:08:53.519Z,2
2STDIF|c9dd873bcdabc6589bd1a756de615f5fdbae5dd2,DUB,AGP,2018-02-12T00:11:35.439Z,2
2STDJJ|e3c9f3213d42bbb437a070d1f0b80521ee053162,BOD,DUB,2018-02-12T00:15:06.790Z,2
2STEJB|1fb67a07637c91a58b7ce8cba8f69c040bba6a4d,ORK,LHR,2018-02-12T00:32:45.394Z,2
2STELF|59ed7c234a97b5d8375eea78fe5e5e60a7727e4a,SNN,SYR,2018-02-12T00:39:24.608Z,2
2STELF|59ed7c234a97b5d8375eea78fe5e5e60a7727e4a,SYR,SNN,2018-02-12T00:39:24.608Z,2
2STFES|a543bcda8e04855aac279f26e5e89e245cda707c,DUB,LHR,2018-02-12T01:22:01.465Z,2
2STFJJ|97c8c2b76f60ee906f1b11755869998841e1e0f0,BRU,YYZ,2018-02-12T01:35:18.987Z,2
2STFJJ|97c8c2b76f60ee906f1b11755869998841e1e0f0,YYZ,BRU,2018-02-12T01:35:18.987Z,2
2STFVW|539e1ae3160a58f211d1f7890421fabce06b2caf,DUB,EDI,2018-02-12T01:51:36.464Z,2
2STG4J|3d2fb369395fbd29771a1004faab7f59c39760c6,LGW,DUB,2018-02-12T02:16:26.576Z,2
2STH52|4166967a1492575468524802e44c5f68e28fc88a,DUB,YYC,2018-02-12T03:32:35.093Z,2
2STH5B|b41269dd7c73cca6efbe179d17aa19b270472cb8,DUB,MCO,2018-02-12T03:37:10.716Z,2
2STH5B|b41269dd7c73cca6efbe179d17aa19b270472cb8,MCO,DUB,2018-02-12T03:37:10.716Z,2
2STN22|d643d0622b911ea514a9b07dbe8a7828134eaa30,DUB,EDI,2018-02-12T08:39:09.434Z,2
2STNN6|b8a0f330866dda7fbe80b5005869ccf4978fd964,BHD,LHR,2018-02-12T08:59:31.218Z,2
2STNN6|b8a0f330866dda7fbe80b5005869ccf4978fd964,LHR,BHD,2018-02-12T08:59:31.218Z,2
2STNQB|c08abdf98c0c72034f2ded643a1c18c74afd95bc,AGP,DUB,2018-02-12T09:01:43.546Z,2
2STP5B|8dfe155e38ad0300be3b6bee06c0f672db2b66d8,DUB,MAN,2018-02-12T09:18:18.627Z,2
2STPYS|52c2eaa5adbe02412f9cc23ab4ab5f8e441b3c88,FAO,SNN,2018-02-12T09:40:22.672Z,2
2STPYS|52c2eaa5adbe02412f9cc23ab4ab5f8e441b3c88,SNN,FAO,2018-02-12T09:40:22.672Z,2
2T7ID6|e6d44ddca5087af2aed15b9936c673d68cbeb431,AMS,ORK,2018-02-12T00:09:16.954Z,2
2T7JRF|00ed477ba7637a624e093f9d77fa8871ca3b93f0,BHX,IAD,2018-02-12T00:54:31.512Z,2
2T7JRF|00ed477ba7637a624e093f9d77fa8871ca3b93f0,IAD,BHX,2018-02-12T00:54:31.512Z,2
2T7MUB|69387c33c5ddfb21578d2fc96f430b327d4c4736,DUB,GLA,2018-02-12T04:03:57.577Z,2
2T7MW2|0b1f87d6b854d57af8aeec2de2a90f3e92b23573,BRS,ORK,2018-02-12T04:08:17.340Z,2
2T7MW2|0b1f87d6b854d57af8aeec2de2a90f3e92b23573,ORK,BRS,2018-02-12T04:08:17.340Z,2
2T7NJ6|9ff7f2e45692c1584f2fa232a37dd5493536f17b,DUB,SFO,2018-02-12T05:13:10.458Z,2
2T7NJ6|9ff7f2e45692c1584f2fa232a37dd5493536f17b,SFO,DUB,2018-02-12T05:13:10.458Z,2
2T7PN6|c030220f9d1c3175d33c2bfd79429265af0219de,LHR,BHD,2018-02-12T06:10:08.836Z,2
2T7QAS|6304a0ffa646bd510f0723f7c70c2b3d00891ca9,DUB,IOM,2018-02-12T06:35:02.678Z,2
2T7QAW|eb998f695cc65ec251a4ad69464235562c83c157,DUB,IAD,2018-02-12T06:36:19.110Z,2
2T7QAW|eb998f695cc65ec251a4ad69464235562c83c157,IAD,DUB,2018-02-12T06:36:19.110Z,2
2T7TM2|6d0dfc40d4732eadeae5f561019cd5e682a7aeda,LHR,ORK,2018-02-12T08:44:30.548Z,2
2T7TM2|6d0dfc40d4732eadeae5f561019cd5e682a7aeda,ORK,LHR,2018-02-12T08:44:30.548Z,2
2T7TXS|09cfa71457a0f11272f1c928954c290b6e270800,DUB,VIE,2018-02-12T08:53:06.463Z,2
2T7TXS|09cfa71457a0f11272f1c928954c290b6e270800,VIE,DUB,2018-02-12T08:53:06.463Z,2
2T7UH6|fc12cd996b51db0c35c033b107f118d7053ae2c1,GLA,ORK,2018-02-12T09:11:48.535Z,2
2T7UH6|fc12cd996b51db0c35c033b107f118d7053ae2c1,ORK,GLA,2018-02-12T09:11:48.535Z,2
2T7UMB|1482e98f0b57022b17d12c26b368a0e11c1342dd,AGP,ORK,2018-02-12T09:14:44.286Z,2
2T7UMB|1482e98f0b57022b17d12c26b368a0e11c1342dd,ORK,AGP,2018-02-12T09:14:44.286Z,2
22JYQW|a6f1422f59feda1e8ac72bc8cd7088234fe38140,LAX,AMS,2018-02-12T01:44:52.230Z,1
22JZF6|75ee12ba3ec045d6568f883f9205bc1f42c4992e,EDI,SNN,2018-02-12T02:35:58.345Z,1
22K25N|bf20f3f9c6cca0497dc05b2e40d23d9b679536af,DUB,EWR,2018-02-12T03:12:40.030Z,1
22K25N|bf20f3f9c6cca0497dc05b2e40d23d9b679536af,EWR,DUB,2018-02-12T03:12:40.030Z,1
22K53S|0d49c18183fbf4b306f21ad42ac25d5c5f009881,DUB,HAM,2018-02-12T06:07:56.049Z,1
22K53S|0d49c18183fbf4b306f21ad42ac25d5c5f009881,HAM,DUB,2018-02-12T06:07:56.049Z,1
22K542|e4c7a8890a309532337526622c4f2155f0408ed4,BHD,LHR,2018-02-12T06:10:59.594Z,1
22K5Q6|e548fe5451b43083b726d5ff48b9b56ea77b4e8a,DUB,LAX,2018-02-12T06:32:00.925Z,1
22K5Q6|e548fe5451b43083b726d5ff48b9b56ea77b4e8a,LAX,DUB,2018-02-12T06:32:00.925Z,1
22K7JB|d12b3cb8656e147e93c86c6c4d9e62ec365f914b,LHR,BHD,2018-02-12T07:31:23.614Z,1
22K8A6|643160634493a7b872bc7741ce1b5628a03f6a36,FRA,DUB,2018-02-12T07:51:03.432Z,1
22K8E2|2bafbad66d39554940fcdec99c9da1ea83010790,DUB,BRS,2018-02-12T07:59:25.922Z,1
22K8M6|5fa43314e8e54b223e6cf46f888f56fe44b9b5bf,DUB,LYS,2018-02-12T08:10:52.423Z,1
22K8M6|5fa43314e8e54b223e6cf46f888f56fe44b9b5bf,LYS,DUB,2018-02-12T08:10:52.423Z,1
22K8QN|f45873d7cd6ecbc9f65f0a2276be254ed6a5b14a,ORK,LHR,2018-02-12T08:16:18.781Z,1
22KA6B|1083831dc7653c3464411813e08b1c81a2cf645f,LHR,DUB,2018-02-12T08:26:43.082Z,1
22KA86|5f028d8eb840ab889ec5922b3ab94f736d35c684,BOS,BRS,2018-02-12T08:28:40.559Z,1
22KA86|5f028d8eb840ab889ec5922b3ab94f736d35c684,BRS,EWR,2018-02-12T08:28:40.559Z,1
22KAAS|d14204c1e58f38db0559cc8a7f79619b5be8adfd,DUB,MUC,2018-02-12T08:31:07.237Z,1
22KAAS|d14204c1e58f38db0559cc8a7f79619b5be8adfd,MUC,DUB,2018-02-12T08:31:07.237Z,1
22KAAW|c3d08cbf19b20f7261dc3f6836ea10bd1b08e8bd,ACE,ORK,2018-02-12T08:31:26.016Z,1
22KAAW|c3d08cbf19b20f7261dc3f6836ea10bd1b08e8bd,ORK,ACE,2018-02-12T08:31:26.016Z,1
22KAEN|361177963c37dfca71154e87ca61bd9169a58df5,LGW,NOC,2018-02-12T08:33:31.798Z,1
22KAEN|361177963c37dfca71154e87ca61bd9169a58df5,NOC,LGW,2018-02-12T08:33:31.798Z,1
22KAMS|acc74a9f637a4baab40dbd55d283d80609a39808,DUS,LAX,2018-02-12T08:40:31.464Z,1
22KAMS|acc74a9f637a4baab40dbd55d283d80609a39808,LAX,DUS,2018-02-12T08:40:31.464Z,1
22KAQJ|516c3f36a04a5151f0e42b0326c6f795fd804ef4,MAN,ORK,2018-02-12T08:44:21.602Z,1
22KAQJ|516c3f36a04a5151f0e42b0326c6f795fd804ef4,ORK,MAN,2018-02-12T08:44:21.602Z,1
22KAXN|b80c4e56bde767bc425fe54e8d0b4b76538bb399,BHX,DUB,2018-02-12T08:49:17.669Z,1
22KBT6|72eb29b3bf1ad21d5a858514190d524034dcd08b,BHX,DUB,2018-02-12T09:13:13.938Z,1
22KBT6|72eb29b3bf1ad21d5a858514190d524034dcd08b,DUB,BHX,2018-02-12T09:13:13.938Z,1
22KC7J|5ce8b385ed1ef7a3964b266773310616230eea12,DUB,LHR,2018-02-12T09:21:38.879Z,1
22KC7J|5ce8b385ed1ef7a3964b266773310616230eea12,LHR,DUB,2018-02-12T09:21:38.879Z,1
22KCC6|ca4795cd7c03c71f4fd31702c32e0c3541a392c8,DUB,BHX,2018-02-12T09:24:32.173Z,1
22KCKJ|1be0426ed56c9f18bdeb5e8d1cc4b82a4ee25b8c,BRU,DUB,2018-02-12T09:29:55.844Z,1
22KCKJ|1be0426ed56c9f18bdeb5e8d1cc4b82a4ee25b8c,DUB,BRU,2018-02-12T09:29:55.844Z,1
22KCNF|20fc5733477170451f22cc3e1f852423a7fff1fb,DUB,NCE,2018-02-12T09:30:46.052Z,1
22KCNF|20fc5733477170451f22cc3e1f852423a7fff1fb,NCE,DUB,2018-02-12T09:30:46.052Z,1
22KDDW|f99e24009ccbd3feab84ec92d7b6eddd529fc6d2,LHR,SNN,2018-02-12T09:49:45.543Z,1
22KDDW|f99e24009ccbd3feab84ec92d7b6eddd529fc6d2,SNN,LHR,2018-02-12T09:49:45.543Z,1
23C2BF|a8daeef3e41bd4c6868081a2e422bd35df116871,ORK,BHX,2018-02-12T01:28:05.803Z,1
23C5FW|f4bd844f4f72307bd5703fa422d63e46f1409a53,DUB,MAN,2018-02-12T05:15:32.157Z,1
23C7V6|31f68a78b998df420fd752b3e00798732e15859b,DUB,SFO,2018-02-12T06:17:36.765Z,1
23C7V6|31f68a78b998df420fd752b3e00798732e15859b,SFO,DUB,2018-02-12T06:17:36.765Z,1
23C7ZN|4f8a16a9e96bf13cf6cb4259c5fc51b83a3d90bc,DUB,LHR,2018-02-12T06:21:20.074Z,1
23C7ZN|4f8a16a9e96bf13cf6cb4259c5fc51b83a3d90bc,LHR,DUB,2018-02-12T06:21:20.074Z,1
23CA62|5c90e5a574399d4a9d9ac0808dd50c4e69e29233,LHR,DUB,2018-02-12T07:03:15.150Z,1
23CAB2|d01d9fe146259bb141a9635396b1ec2553eb0766,DUB,LHR,2018-02-12T07:09:58.825Z,1
23CATW|1629282432087ad29fecbf87875338d6bbfc0cbf,DUB,LGW,2018-02-12T07:30:33.939Z,1
23CATW|1629282432087ad29fecbf87875338d6bbfc0cbf,LGW,DUB,2018-02-12T07:30:33.939Z,1
